date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_pvax,cases_fvax,cases_child,cases_adolescent,cases_adult,cases_elderly,rtk-ag,pcr,total_tests,positivity_rate,deaths_new,deaths_bid,deaths_new_dod,deaths_bid_dod,deaths_pvax,deaths_fvax,deaths_tat,beds_x,pkrc_admitted_pui,pkrc_admitted_covid,pkrc_admitted_total,pkrc_discharged_pui,pkrc_discharged_covid,pkrc_discharged_total,pkrc_covid,pkrc_pui,pkrc_noncovid,beds_y,beds_covid,beds_noncrit,hosp_admitted_pui,hosp_admitted_covid,hosp_admitted_total,hosp_discharged_pui,hosp_discharged_covid,hosp_discharged_total,hosp_covid,hosp_pui,hosp_noncovid,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used,daily_partial,daily_full,daily,daily_partial_child,daily_full_child,daily_booster,cumul_partial,cumul_full,cumul,cumul_partial_child,cumul_full_child,cumul_booster,pfizer1,pfizer2,sinovac1,sinovac2,astra1,astra2,cansino,pending
2021-02-26,Sarawak,250,0,166,2111,92.0,0.0,0.0,32.0,24.0,147.0,42.0,0.0,0.0,0.0,0.0,2,1,1,0,0,0,1,3637,5,40,45,9,27,36,1575,240,48,3054,870,2970,56,293,349,80,114,194,325,112,1394,48,36,84,45,87,94,36,1,33,15,1,0,79,0,1359,1,1360,0,0,0,1362,1,1363,0,0,0,1359,1,0,0,0,0,0,0
2021-02-26,Selangor,633,2,1149,9034,154.0,0.0,0.0,35.0,16.0,480.0,54.0,0.0,0.0,0.0,0.0,4,1,1,0,0,0,28,7429,2,784,786,3,758,761,5742,18,40,5161,1316,4933,170,67,237,94,84,178,398,415,2388,152,76,228,115,231,115,69,1,73,51,1,0,151,0,285,0,285,0,0,0,328,0,328,0,0,0,285,0,0,0,0,0,0,0
2021-02-26,Terengganu,1,0,11,247,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1509,0,1,1,0,7,7,100,0,0,1307,288,1287,14,3,17,1,4,5,49,25,714,20,0,20,4,41,16,2,0,11,2,0,0,21,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,0,0,0,0,0,0
2021-02-26,W.P. Labuan,0,0,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,402,3,3,6,2,4,6,16,11,0,122,25,112,0,1,1,0,1,1,2,1,64,5,5,10,5,6,5,1,0,4,1,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,Johor,314,0,820,4656,198.0,0.0,0.0,9.0,7.0,283.0,13.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,5,1222,0,61,61,0,58,58,445,0,0,4550,952,4432,111,77,188,90,21,111,454,124,42,80,38,118,65,154,94,37,2,42,24,2,0,104,0,2,0,2,0,0,0,81,0,81,0,0,0,2,0,0,0,0,0,0,0
2021-02-27,Kedah,17,0,65,520,7.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,672,0,4,4,0,16,16,88,0,0,1924,418,1863,1,8,9,0,16,16,77,7,1341,51,10,61,21,93,46,4,1,28,2,0,0,59,0,38,0,38,0,0,0,44,0,44,0,0,0,38,0,0,0,0,0,0,0
2021-02-27,Kelantan,68,0,46,763,33.0,0.0,0.0,7.0,5.0,44.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,587,1,25,26,3,10,13,119,1,1,2641,337,2512,1,33,34,2,22,24,203,1,1297,84,45,129,25,113,39,9,0,45,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,Melaka,17,0,27,298,7.0,0.0,0.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,126,0,7,7,0,7,7,45,0,0,1101,165,1048,3,9,12,2,5,7,54,11,710,22,31,53,17,59,7,14,0,33,3,0,0,24,0,16,0,16,0,0,0,275,0,275,0,0,0,16,0,0,0,0,0,0,0
2021-02-27,Negeri Sembilan,74,0,109,2062,61.0,0.0,0.0,1.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,1331,633,1284,0,18,18,2,17,19,119,4,575,20,27,47,20,62,22,5,0,21,2,0,0,27,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2021-02-27,Pahang,8,0,19,211,7.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,722,0,6,6,0,18,18,32,0,0,2170,701,2113,0,3,3,0,18,18,62,1,1107,47,6,53,39,62,21,4,0,22,4,0,0,32,0,1766,0,1766,0,0,0,2661,0,2661,0,0,0,1766,0,0,0,0,0,0,0
2021-02-27,Perak,305,0,177,3032,287.0,0.0,0.0,0.0,4.0,275.0,13.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,0,927,0,125,125,0,112,112,655,0,152,2728,359,2656,0,9,9,0,18,18,121,6,1705,68,4,72,34,96,67,12,0,43,6,0,0,90,0,244,0,244,0,0,0,1120,0,1120,0,0,0,244,0,0,0,0,0,0,0
2021-02-27,Perlis,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,9,0,0,508,57,493,0,1,1,0,0,0,4,3,268,13,2,15,6,20,12,0,0,7,0,0,0,10,0,3,0,3,0,0,0,168,0,168,0,0,0,3,0,0,0,0,0,0,0
2021-02-27,Pulau Pinang,155,0,112,1061,65.0,0.0,0.0,3.0,1.0,137.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1215,0,60,60,0,87,87,397,0,0,1292,248,1249,0,20,20,0,18,18,153,0,709,28,15,43,22,35,22,10,0,14,3,0,0,24,0,6,0,6,0,0,0,328,0,328,0,0,0,6,0,0,0,0,0,0,0
2021-02-27,Sabah,157,0,178,1034,89.0,0.0,0.0,24.0,19.0,100.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4913,4,114,118,3,98,101,537,15,0,2948,966,2805,11,36,47,11,43,54,226,39,1349,71,72,143,118,111,82,37,2,12,17,2,0,55,0,563,0,563,0,0,0,576,0,576,0,0,0,563,0,0,0,0,0,0,0
2021-02-27,Sarawak,255,0,258,2105,78.0,0.0,0.0,35.0,25.0,157.0,35.0,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0,3637,11,20,31,12,50,62,1527,209,47,3054,870,2970,42,69,111,83,196,279,330,110,1334,48,36,84,45,87,94,37,1,33,16,1,0,88,0,3639,0,3639,0,0,0,5001,1,5002,0,0,0,3639,0,0,0,0,0,0,0
2021-02-27,Selangor,862,0,1132,8763,255.0,0.0,0.0,55.0,31.0,658.0,48.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,4,7429,22,970,992,4,712,716,6000,36,40,5161,1316,4933,149,68,217,99,84,183,385,452,2630,152,76,228,115,231,115,66,1,75,46,1,0,148,0,79,0,79,0,0,0,407,0,407,0,0,0,79,0,0,0,0,0,0,0
2021-02-27,Terengganu,11,0,30,228,4.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1509,0,1,1,0,15,15,86,0,0,1307,288,1287,18,1,19,2,4,6,46,41,744,20,0,20,4,41,16,2,0,10,2,0,0,20,0,1,0,1,0,0,0,12,0,12,0,0,0,1,0,0,0,0,0,0,0
2021-02-27,W.P. Labuan,0,0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,402,1,0,1,1,0,1,15,12,0,122,25,112,0,0,0,0,0,0,2,1,75,5,5,10,5,6,5,0,0,5,0,0,0,5,0,136,0,136,0,0,0,138,0,138,0,0,0,136,0,0,0,0,0,0,0
2021-02-28,Johor,340,0,522,4474,209.0,0.0,0.0,14.0,12.0,290.0,17.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,6,1222,0,61,61,0,55,55,458,0,0,4550,952,4432,97,26,123,60,42,102,444,154,42,80,38,118,65,154,94,38,2,42,23,2,0,104,0,827,0,827,0,0,0,908,0,908,0,0,0,827,0,0,0,0,0,0,0
2021-02-28,Kedah,13,0,73,460,8.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,672,0,4,4,0,34,34,58,0,0,1924,418,1863,3,0,3,0,16,16,62,9,1342,51,10,61,21,93,46,5,0,27,2,0,0,53,0,786,0,786,0,0,0,830,0,830,0,0,0,786,0,0,0,0,0,0,0
2021-02-28,Kelantan,33,0,87,708,17.0,0.0,0.0,5.0,6.0,18.0,4.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,2,587,1,26,27,0,26,26,119,1,1,2641,337,2512,0,28,28,1,38,39,194,0,1381,84,45,129,25,113,39,8,0,50,1,0,0,56,0,162,0,162,0,0,0,162,0,162,0,0,0,162,0,0,0,0,0,0,0
2021-02-28,Melaka,10,0,36,272,6.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,3,126,0,2,2,0,13,13,34,0,0,1101,165,1048,3,2,5,5,10,15,46,11,681,22,31,53,17,59,7,12,0,24,4,0,0,24,0,0,0,0,0,0,0,275,0,275,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,Negeri Sembilan,65,0,32,2095,41.0,0.0,0.0,2.0,4.0,55.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,1331,633,1284,3,6,9,1,5,6,117,6,593,20,27,47,20,62,22,8,0,24,2,0,0,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,Pahang,11,0,9,213,5.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,722,0,6,6,0,7,7,31,0,0,2170,701,2113,0,1,1,0,3,3,60,0,1085,47,6,53,39,62,21,4,0,21,4,0,0,36,0,100,0,100,0,0,0,2761,0,2761,0,0,0,100,0,0,0,0,0,0,0
2021-02-28,Perak,287,0,802,2517,279.0,0.0,0.0,2.0,2.0,273.0,5.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,927,0,67,67,0,82,82,637,0,142,2728,359,2656,3,26,29,0,17,17,131,7,1651,68,4,72,34,96,67,10,0,45,5,0,0,81,0,134,0,134,0,0,0,1254,0,1254,0,0,0,134,0,0,0,0,0,0,0
2021-02-28,Perlis,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,9,0,0,508,57,493,0,0,0,1,0,1,4,2,257,13,2,15,6,20,12,0,0,6,0,0,0,8,0,0,0,0,0,0,0,168,0,168,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,Pulau Pinang,105,0,105,1061,41.0,0.0,0.0,6.0,2.0,93.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1215,0,104,104,0,64,64,442,0,0,1292,248,1249,0,10,10,0,19,19,137,0,679,28,15,43,22,35,22,11,0,14,2,0,0,21,0,12,0,12,0,0,0,340,0,340,0,0,0,12,0,0,0,0,0,0,0
2021-02-28,Sabah,134,0,162,1005,72.0,0.0,0.0,20.0,19.0,89.0,6.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,4913,0,51,51,0,120,120,456,6,0,2948,966,2805,5,28,33,8,23,31,219,38,1326,71,72,143,118,111,82,35,3,16,17,3,0,58,0,465,0,465,0,0,0,1041,0,1041,0,0,0,465,0,0,0,0,0,0,0
