date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_pvax,cases_fvax,cases_child,cases_adolescent,cases_adult,cases_elderly,rtk-ag,pcr,total_tests,positivity_rate,deaths_new,deaths_bid,deaths_new_dod,deaths_bid_dod,deaths_pvax,deaths_fvax,deaths_tat,beds_x,pkrc_admitted_pui,pkrc_admitted_covid,pkrc_admitted_total,pkrc_discharged_pui,pkrc_discharged_covid,pkrc_discharged_total,pkrc_covid,pkrc_pui,pkrc_noncovid,beds_y,beds_covid,beds_noncrit,hosp_admitted_pui,hosp_admitted_covid,hosp_admitted_total,hosp_discharged_pui,hosp_discharged_covid,hosp_discharged_total,hosp_covid,hosp_pui,hosp_noncovid,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used,daily_partial,daily_full,daily,daily_partial_child,daily_full_child,daily_booster,cumul_partial,cumul_full,cumul,cumul_partial_child,cumul_full_child,cumul_booster,pfizer1,pfizer2,sinovac1,sinovac2,astra1,astra2,cansino,pending
2021-02-24,Johor,318,0,518,6156,189.0,0.0,0.0,20.0,4.0,264.0,25.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1222,0,62,62,1,37,38,428,2,0,4550,952,4432,86,25,111,81,65,146,490,134,44,80,38,118,65,154,94,39,1,44,28,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Kedah,17,0,187,578,4.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,672,0,6,6,0,14,14,119,0,0,1924,418,1863,0,8,8,0,25,25,98,7,1395,51,10,61,21,93,46,5,0,23,2,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Kelantan,53,0,100,698,26.0,0.0,0.0,6.0,7.0,36.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,587,2,16,18,2,69,71,98,2,2,2641,337,2512,3,39,42,1,25,26,199,1,1491,84,45,129,25,113,39,6,0,49,3,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Melaka,26,0,37,363,21.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,234,0,2,2,0,3,3,41,0,0,1101,231,1048,5,7,12,1,10,11,57,12,780,22,31,53,17,59,7,13,0,36,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Negeri Sembilan,1392,0,119,2208,1358.0,0.0,0.0,8.0,6.0,1327.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0,6,6,0,0,0,7,0,0,1331,633,1284,0,11,11,0,7,7,117,0,628,20,27,47,20,62,22,7,0,23,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Pahang,8,0,20,249,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,722,0,3,3,0,3,3,63,0,0,2170,701,2113,0,2,2,2,7,9,92,1,1126,47,6,53,39,62,21,3,0,23,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Perak,188,0,95,2544,179.0,0.0,0.0,1.0,0.0,185.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,727,0,59,59,0,34,34,506,0,162,2728,359,2656,1,6,7,2,18,20,122,4,1767,68,4,72,34,96,67,15,0,42,7,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Perlis,0,0,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,130,0,0,0,0,1,1,6,0,0,508,57,493,3,0,3,3,0,3,8,3,284,13,2,15,6,20,12,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Pulau Pinang,95,0,95,1045,71.0,0.0,0.0,2.0,2.0,86.0,5.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,3,1215,0,76,76,0,62,62,421,0,0,1292,248,1249,0,22,22,0,17,17,112,0,814,28,15,43,22,35,22,7,0,15,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Sabah,105,0,189,1092,27.0,0.0,0.0,24.0,14.0,57.0,10.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,4913,3,91,94,5,53,58,499,14,0,2948,966,2801,7,36,43,21,21,42,259,43,1389,71,76,147,122,111,82,41,4,18,13,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Sarawak,353,0,147,2054,117.0,0.0,0.0,51.0,31.0,232.0,38.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3311,8,0,8,4,19,23,1377,70,48,3054,870,2970,49,133,182,79,125,204,292,349,1447,48,36,84,45,87,94,36,1,25,11,1,0,70,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2021-02-24,Selangor,581,1,1322,10490,225.0,0.0,0.0,27.0,12.0,497.0,41.0,0.0,0.0,0.0,0.0,2,1,2,0,0,0,5,7429,6,1022,1028,4,529,533,5893,25,40,5161,1304,4933,161,73,234,99,79,178,455,461,2687,152,76,228,115,231,115,69,2,68,46,2,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,Terengganu,22,0,63,297,6.0,0.0,0.0,2.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1509,0,19,19,0,37,37,126,0,0,1307,288,1290,4,4,8,4,23,27,57,11,768,17,0,17,4,41,16,1,0,10,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,W.P. Labuan,5,0,1,22,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,402,6,0,6,2,1,3,13,11,0,122,25,112,0,0,0,0,0,0,2,5,81,5,5,10,5,6,5,1,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,Johor,257,0,804,5609,115.0,0.0,0.0,18.0,5.0,220.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1222,0,79,79,0,44,44,464,0,0,4550,952,4432,123,59,182,73,38,111,486,152,48,80,38,118,65,154,94,39,2,48,29,2,0,116,0,79,0,79,0,0,0,79,0,79,0,0,0,79,0,0,0,0,0,0,0
2021-02-25,Kedah,29,0,9,598,11.0,0.0,0.0,1.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,672,0,12,12,0,16,16,115,0,0,1924,418,1863,0,4,4,1,20,21,81,6,1431,51,10,61,21,93,46,5,0,26,2,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,Kelantan,44,0,26,716,22.0,0.0,0.0,1.0,4.0,25.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,587,1,21,22,0,6,6,113,3,2,2641,337,2512,0,23,23,3,19,22,197,0,1395,84,45,129,25,113,39,9,0,49,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,Melaka,22,0,57,327,19.0,0.0,0.0,4.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,234,0,17,17,0,4,4,54,0,0,1101,231,1048,3,3,6,4,7,11,53,9,36,22,31,53,17,59,7,13,0,36,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,Negeri Sembilan,62,0,96,2174,14.0,0.0,0.0,10.0,6.0,42.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,1331,633,1284,7,19,26,0,21,21,115,7,632,20,27,47,20,62,22,6,0,22,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,Pahang,19,0,24,244,10.0,0.0,0.0,2.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,722,0,9,9,0,9,9,63,0,0,2170,701,2113,0,8,8,0,26,26,74,1,1162,47,6,53,39,62,21,3,0,22,3,0,0,34,0,122,0,122,0,0,0,122,0,122,0,0,0,122,0,0,0,0,0,0,0
2021-02-25,Perak,120,0,181,2483,99.0,0.0,0.0,11.0,3.0,101.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,727,0,33,33,0,49,49,490,0,147,2728,359,2656,2,15,17,0,25,25,114,4,1811,68,4,72,34,96,67,12,0,48,5,0,0,87,0,297,0,297,0,0,0,297,0,297,0,0,0,297,0,0,0,0,0,0,0
2021-02-25,Perlis,1,0,1,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,130,0,1,1,0,1,1,6,0,0,508,57,493,0,0,0,2,0,2,8,2,272,13,2,15,6,20,12,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,Pulau Pinang,162,0,154,1053,66.0,0.0,0.0,7.0,4.0,118.0,32.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,3,1215,0,80,80,0,85,85,419,0,0,1292,248,1249,0,38,38,0,23,23,127,0,797,28,15,43,22,35,22,8,0,14,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,Sabah,93,0,127,1057,34.0,0.0,0.0,10.0,7.0,64.0,12.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,4913,4,76,80,2,78,80,502,10,0,2948,966,2801,9,30,39,21,26,47,242,31,1363,71,76,147,122,111,82,41,4,14,12,4,0,46,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2021-02-25,Sarawak,219,1,244,2028,61.0,0.0,0.0,32.0,16.0,149.0,15.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0,3637,6,35,41,6,31,37,1405,245,44,3054,870,2970,57,172,229,51,211,262,296,133,1539,48,36,84,45,87,94,40,0,26,14,0,0,72,0,2,0,2,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0
2021-02-25,Selangor,666,2,1604,9551,195.0,0.0,0.0,52.0,18.0,514.0,37.0,0.0,0.0,0.0,0.0,9,1,1,0,0,0,35,7429,3,1030,1033,4,1211,1215,5714,22,40,5161,1304,4933,149,61,210,144,113,257,402,450,2715,152,76,228,115,231,115,73,7,65,52,7,0,149,0,43,0,43,0,0,0,43,0,43,0,0,0,43,0,0,0,0,0,0,0
2021-02-25,Terengganu,6,0,46,257,5.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1509,0,7,7,0,27,27,106,0,0,1307,288,1287,6,5,11,5,11,16,50,12,709,20,0,20,4,41,16,2,0,11,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,W.P. Labuan,4,0,2,24,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,13,11,0,122,25,112,0,0,0,0,1,1,2,1,86,5,5,10,5,6,5,1,0,4,1,0,0,4,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0
2021-02-26,Johor,276,1,721,5164,128.0,0.0,0.0,21.0,8.0,238.0,9.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,4,1222,0,76,76,0,91,91,451,0,0,4550,952,4432,108,51,159,82,52,134,451,139,45,80,38,118,65,154,94,37,2,45,23,2,0,106,0,0,0,0,0,0,0,79,0,79,0,0,0,0,0,0,0,0,0,0,0
2021-02-26,Kedah,25,0,55,568,5.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,672,0,4,4,0,19,19,100,0,0,1924,418,1863,3,5,8,0,6,6,84,8,1317,51,10,61,21,93,46,4,0,28,2,0,0,61,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0
2021-02-26,Kelantan,73,0,47,741,42.0,0.0,0.0,7.0,2.0,58.0,6.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,587,2,18,20,2,17,19,104,3,2,2641,337,2512,2,30,32,0,24,24,205,0,1305,84,45,129,25,113,39,10,0,55,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-26,Melaka,13,0,31,309,9.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,126,0,2,2,0,11,11,45,0,0,1101,165,1048,3,8,11,0,11,11,50,12,785,22,31,53,17,59,7,11,0,42,2,0,0,26,0,259,0,259,0,0,0,259,0,259,0,0,0,259,0,0,0,0,0,0,0
2021-02-26,Negeri Sembilan,68,0,145,2097,45.0,0.0,0.0,1.0,2.0,59.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,6,0,0,1331,633,1284,2,13,15,3,10,13,118,6,581,20,27,47,20,62,22,5,0,21,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-26,Pahang,21,0,43,222,16.0,0.0,0.0,1.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,722,0,2,2,0,17,17,49,0,0,2170,701,2113,0,19,19,0,13,13,78,1,1119,47,6,53,39,62,21,3,0,20,3,0,0,32,0,773,0,773,0,0,0,895,0,895,0,0,0,773,0,0,0,0,0,0,0
2021-02-26,Perak,545,0,122,2906,539.0,0.0,0.0,2.0,2.0,540.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,727,0,31,31,0,64,64,455,0,163,2728,359,2656,2,26,28,1,8,9,132,6,1815,68,4,72,34,96,67,12,0,46,5,0,0,80,0,579,0,579,0,0,0,876,0,876,0,0,0,579,0,0,0,0,0,0,0
2021-02-26,Perlis,4,0,5,13,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,130,0,3,3,0,0,0,9,0,0,508,57,493,1,0,1,0,5,5,3,2,280,13,2,15,6,20,12,0,0,9,0,0,0,13,0,165,0,165,0,0,0,165,0,165,0,0,0,165,0,0,0,0,0,0,0
2021-02-26,Pulau Pinang,93,0,128,1018,39.0,0.0,0.0,4.0,2.0,74.0,13.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1215,0,68,68,0,81,81,409,0,0,1292,248,1249,0,24,24,0,3,3,152,0,771,28,15,43,22,35,22,9,0,13,4,0,0,24,0,322,0,322,0,0,0,322,0,322,0,0,0,322,0,0,0,0,0,0,0
2021-02-26,Sabah,129,0,131,1055,49.0,0.0,0.0,13.0,13.0,89.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4913,3,58,61,0,43,43,517,12,0,2948,966,2801,10,22,32,8,31,39,246,39,1409,71,76,147,122,111,82,37,3,11,13,3,0,50,0,12,0,12,0,0,0,13,0,13,0,0,0,12,0,0,0,0,0,0,0
